suicides/100k pop,country-year,HDI for year,gdp_for_year,gdp_per_capita,generation
33.46,Cuba2009,0.785,"62,080,000,000",5797,Silent
22.71,Cuba2009,0.785,"62,080,000,000",5797,Boomers
16.79,Cuba2009,0.785,"62,080,000,000",5797,Generation X
13.35,Cuba2009,0.785,"62,080,000,000",5797,Silent
13.34,Cuba2009,0.785,"62,080,000,000",5797,Silent
7.54,Cuba2009,0.785,"62,080,000,000",5797,Millenials
6.55,Cuba2009,0.785,"62,080,000,000",5797,Boomers
3.26,Cuba2009,0.785,"62,080,000,000",5797,Generation X
1.54,Cuba2009,0.785,"62,080,000,000",5797,Millenials
0.44,Cuba2009,0.785,"62,080,000,000",5797,Generation Z
0.14,Cuba2009,0.785,"62,080,000,000",5797,Generation Z
78.23,Cuba2010,0.778,"64,328,000,000",5997,Silent
38.45,Cuba2010,0.778,"64,328,000,000",5997,Silent
25.05,Cuba2010,0.778,"64,328,000,000",5997,Generation X
14.36,Cuba2010,0.778,"64,328,000,000",5997,Generation X
14.12,Cuba2010,0.778,"64,328,000,000",5997,Silent
11.75,Cuba2010,0.778,"64,328,000,000",5997,Silent
8.2,Cuba2010,0.778,"64,328,000,000",5997,Millenials
5.54,Cuba2010,0.778,"64,328,000,000",5997,Generation X
2.47,Cuba2010,0.778,"64,328,000,000",5997,Generation X
2.33,Cuba2010,0.778,"64,328,000,000",5997,Millenials
1.06,Cuba2010,0.778,"64,328,000,000",5997,Generation Z
0.57,Cuba2010,0.778,"64,328,000,000",5997,Generation Z
86.34,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Silent
34.92,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Boomers
23.09,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Generation X
15.97,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Millenials
14.2,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Silent
12.03,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Boomers
9.27,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Millenials
5.57,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Generation X
2.91,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Millenials
1.71,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Millenials
0.58,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Generation Z
0.46,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Generation Z
86.45,Cuba2012,0.772,"73,141,000,000",6791,Silent
35.68,Cuba2012,0.772,"73,141,000,000",6791,Boomers
21.53,Cuba2012,0.772,"73,141,000,000",6791,Generation X
15.03,Cuba2012,0.772,"73,141,000,000",6791,Millenials
14.28,Cuba2012,0.772,"73,141,000,000",6791,Silent
10.31,Cuba2012,0.772,"73,141,000,000",6791,Boomers
8.93,Cuba2012,0.772,"73,141,000,000",6791,Millenials
4.93,Cuba2012,0.772,"73,141,000,000",6791,Generation X
3.35,Cuba2012,0.772,"73,141,000,000",6791,Millenials
2.3,Cuba2012,0.772,"73,141,000,000",6791,Millenials
0.89,Cuba2012,0.772,"73,141,000,000",6791,Generation Z
0.32,Cuba2012,0.772,"73,141,000,000",6791,Generation Z
73.62,Cuba2013,0.768,"77,148,000,000",7148,Silent
39.54,Cuba2013,0.768,"77,148,000,000",7148,Boomers
22.81,Cuba2013,0.768,"77,148,000,000",7148,Generation X
13.02,Cuba2013,0.768,"77,148,000,000",7148,Silent
13.01,Cuba2013,0.768,"77,148,000,000",7148,Millenials
10.54,Cuba2013,0.768,"77,148,000,000",7148,Boomers
6.04,Cuba2013,0.768,"77,148,000,000",7148,Millenials
4.94,Cuba2013,0.768,"77,148,000,000",7148,Generation X
2.8,Cuba2013,0.768,"77,148,000,000",7148,Millenials
2.74,Cuba2013,0.768,"77,148,000,000",7148,Millenials
0.76,Cuba2013,0.768,"77,148,000,000",7148,Generation Z
0.64,Cuba2013,0.768,"77,148,000,000",7148,Generation Z
72.91,Cuba2014,0.769,"80,656,100,000",7459,Silent
33.64,Cuba2014,0.769,"80,656,100,000",7459,Boomers
21.53,Cuba2014,0.769,"80,656,100,000",7459,Generation X
13.13,Cuba2014,0.769,"80,656,100,000",7459,Silent
12.8,Cuba2014,0.769,"80,656,100,000",7459,Millenials
10.79,Cuba2014,0.769,"80,656,100,000",7459,Boomers
8.14,Cuba2014,0.769,"80,656,100,000",7459,Millenials
5.66,Cuba2014,0.769,"80,656,100,000",7459,Generation X
2.67,Cuba2014,0.769,"80,656,100,000",7459,Millenials
1.64,Cuba2014,0.769,"80,656,100,000",7459,Millenials
1.39,Cuba2014,0.769,"80,656,100,000",7459,Generation Z
0.33,Cuba2014,0.769,"80,656,100,000",7459,Generation Z
82.23,Cuba2015,0.772,"87,132,800,000",8044,Silent
37.02,Cuba2015,0.772,"87,132,800,000",8044,Boomers
22.24,Cuba2015,0.772,"87,132,800,000",8044,Generation X
13.97,Cuba2015,0.772,"87,132,800,000",8044,Silent
10.6,Cuba2015,0.772,"87,132,800,000",8044,Millenials
9.4,Cuba2015,0.772,"87,132,800,000",8044,Boomers
7.52,Cuba2015,0.772,"87,132,800,000",8044,Millenials
5.45,Cuba2015,0.772,"87,132,800,000",8044,Generation X
2.81,Cuba2015,0.772,"87,132,800,000",8044,Millenials
2.44,Cuba2015,0.772,"87,132,800,000",8044,Millenials
0.63,Cuba2015,0.772,"87,132,800,000",8044,Generation Z
0.0,Cuba2015,0.772,"87,132,800,000",8044,Generation Z
1.57,Cyprus1999,0.802,"10,614,455,232",12389,Silent
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Generation X
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Generation X
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Boomers
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Millenials
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Silent
0.0,Cyprus1999,0.802,"10,614,455,232",12389,G.I. Generation
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Generation X
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Generation X
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Boomers
0.0,Cyprus1999,0.802,"10,614,455,232",12389,Millenials
0.0,Cyprus1999,0.802,"10,614,455,232",12389,G.I. Generation
6.76,Cyprus2000,0.8,"10,183,317,625",11635,Generation X
1.6,Cyprus2000,0.8,"10,183,317,625",11635,Boomers
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Generation X
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Generation X
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Boomers
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Millenials
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Silent
0.0,Cyprus2000,0.8,"10,183,317,625",11635,G.I. Generation
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Generation X
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Millenials
0.0,Cyprus2000,0.8,"10,183,317,625",11635,Silent
0.0,Cyprus2000,0.8,"10,183,317,625",11635,G.I. Generation
3.31,Cyprus2004,0.831,"17,422,375,000",25227,Silent
3.05,Cyprus2004,0.831,"17,422,375,000",25227,Boomers
1.85,Cyprus2004,0.831,"17,422,375,000",25227,Generation X
0.96,Cyprus2004,0.831,"17,422,375,000",25227,Boomers
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Millenials
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Millenials
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Silent
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Silent
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Millenials
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Generation X
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Millenials
0.0,Cyprus2004,0.831,"17,422,375,000",25227,Silent
6.38,Cyprus2005,0.83,"18,703,146,375",26671,Silent
4.45,Cyprus2005,0.83,"18,703,146,375",26671,Silent
4.03,Cyprus2005,0.83,"18,703,146,375",26671,Boomers
3.86,Cyprus2005,0.83,"18,703,146,375",26671,Generation X
3.33,Cyprus2005,0.83,"18,703,146,375",26671,Millenials
1.74,Cyprus2005,0.83,"18,703,146,375",26671,Millenials
0.95,Cyprus2005,0.83,"18,703,146,375",26671,Boomers
0.0,Cyprus2005,0.83,"18,703,146,375",26671,Generation X
0.0,Cyprus2005,0.83,"18,703,146,375",26671,Millenials
0.0,Cyprus2005,0.83,"18,703,146,375",26671,Silent
0.0,Cyprus2005,0.83,"18,703,146,375",26671,Millenials
0.0,Cyprus2005,0.83,"18,703,146,375",26671,Silent
7.71,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Silent
7.43,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Generation X
4.33,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Silent
2.8,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Boomers
2.0,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Boomers
1.74,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Generation X
1.63,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Millenials
0.0,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Millenials
0.0,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Millenials
0.0,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Silent
0.0,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Millenials
0.0,Cyprus2006,0.8420000000000001,"20,403,713,461",28600,Silent
11.18,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Silent
7.17,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Generation X
4.74,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Millenials
4.46,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Silent
3.37,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Generation X
2.94,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Boomers
1.4,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Silent
0.91,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Boomers
0.0,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Millenials
0.0,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Generation Z
0.0,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Silent
0.0,Cyprus2007,0.8490000000000001,"24,077,470,572",33048,Generation Z
15.38,Cyprus2008,0.858,"27,839,460,964",37267,Boomers
11.97,Cyprus2008,0.858,"27,839,460,964",37267,Generation X
10.85,Cyprus2008,0.858,"27,839,460,964",37267,Silent
4.81,Cyprus2008,0.858,"27,839,460,964",37267,Generation X
4.63,Cyprus2008,0.858,"27,839,460,964",37267,Millenials
4.43,Cyprus2008,0.858,"27,839,460,964",37267,Boomers
4.29,Cyprus2008,0.858,"27,839,460,964",37267,Silent
2.71,Cyprus2008,0.858,"27,839,460,964",37267,Silent
0.0,Cyprus2008,0.858,"27,839,460,964",37267,Millenials
0.0,Cyprus2008,0.858,"27,839,460,964",37267,Generation Z
0.0,Cyprus2008,0.858,"27,839,460,964",37267,Silent
0.0,Cyprus2008,0.858,"27,839,460,964",37267,Generation Z
15.78,Cyprus2009,0.862,"25,942,622,951",33816,Silent
9.73,Cyprus2009,0.862,"25,942,622,951",33816,Generation X
7.56,Cyprus2009,0.862,"25,942,622,951",33816,Millenials
6.61,Cyprus2009,0.862,"25,942,622,951",33816,Boomers
5.5,Cyprus2009,0.862,"25,942,622,951",33816,Silent
3.88,Cyprus2009,0.862,"25,942,622,951",33816,Silent
3.44,Cyprus2009,0.862,"25,942,622,951",33816,Boomers
3.03,Cyprus2009,0.862,"25,942,622,951",33816,Generation X
0.0,Cyprus2009,0.862,"25,942,622,951",33816,Millenials
0.0,Cyprus2009,0.862,"25,942,622,951",33816,Generation Z
0.0,Cyprus2009,0.862,"25,942,622,951",33816,Silent
0.0,Cyprus2009,0.862,"25,942,622,951",33816,Generation Z
15.25,Cyprus2010,0.848,"25,562,251,656",32477,Silent
10.75,Cyprus2010,0.848,"25,562,251,656",32477,Generation X
9.26,Cyprus2010,0.848,"25,562,251,656",32477,Silent
8.39,Cyprus2010,0.848,"25,562,251,656",32477,Generation X
5.96,Cyprus2010,0.848,"25,562,251,656",32477,Millenials
4.65,Cyprus2010,0.848,"25,562,251,656",32477,Millenials
3.36,Cyprus2010,0.848,"25,562,251,656",32477,Generation X
1.26,Cyprus2010,0.848,"25,562,251,656",32477,Silent
0.0,Cyprus2010,0.848,"25,562,251,656",32477,Generation X
0.0,Cyprus2010,0.848,"25,562,251,656",32477,Generation Z
0.0,Cyprus2010,0.848,"25,562,251,656",32477,Silent
0.0,Cyprus2010,0.848,"25,562,251,656",32477,Generation Z
11.03,Cyprus2011,0.852,"27,427,161,523",34249,Generation X
10.38,Cyprus2011,0.852,"27,427,161,523",34249,Boomers
10.36,Cyprus2011,0.852,"27,427,161,523",34249,Silent
4.46,Cyprus2011,0.852,"27,427,161,523",34249,Millenials
3.86,Cyprus2011,0.852,"27,427,161,523",34249,Silent
2.45,Cyprus2011,0.852,"27,427,161,523",34249,Generation X
1.24,Cyprus2011,0.852,"27,427,161,523",34249,Boomers
0.0,Cyprus2011,0.852,"27,427,161,523",34249,Millenials
0.0,Cyprus2011,0.852,"27,427,161,523",34249,Millenials
0.0,Cyprus2011,0.852,"27,427,161,523",34249,Generation Z
0.0,Cyprus2011,0.852,"27,427,161,523",34249,Millenials
0.0,Cyprus2011,0.852,"27,427,161,523",34249,Generation Z
12.75,Cyprus2012,0.852,"25,041,372,222",30752,Millenials
12.66,Cyprus2012,0.852,"25,041,372,222",30752,Generation X
9.09,Cyprus2012,0.852,"25,041,372,222",30752,Millenials
6.27,Cyprus2012,0.852,"25,041,372,222",30752,Boomers
1.33,Cyprus2012,0.852,"25,041,372,222",30752,Millenials
0.8,Cyprus2012,0.852,"25,041,372,222",30752,Generation X
0.0,Cyprus2012,0.852,"25,041,372,222",30752,Millenials
0.0,Cyprus2012,0.852,"25,041,372,222",30752,Generation Z
0.0,Cyprus2012,0.852,"25,041,372,222",30752,Boomers
0.0,Cyprus2012,0.852,"25,041,372,222",30752,Silent
0.0,Cyprus2012,0.852,"25,041,372,222",30752,Generation Z
0.0,Cyprus2012,0.852,"25,041,372,222",30752,Silent
14.05,Cyprus2013,0.85,"24,084,572,491",29624,Silent
12.72,Cyprus2013,0.85,"24,084,572,491",29624,Millenials
12.21,Cyprus2013,0.85,"24,084,572,491",29624,Boomers
11.34,Cyprus2013,0.85,"24,084,572,491",29624,Millenials
9.95,Cyprus2013,0.85,"24,084,572,491",29624,Generation X
3.18,Cyprus2013,0.85,"24,084,572,491",29624,Generation X
1.16,Cyprus2013,0.85,"24,084,572,491",29624,Boomers
0.0,Cyprus2013,0.85,"24,084,572,491",29624,Millenials
0.0,Cyprus2013,0.85,"24,084,572,491",29624,Millenials
0.0,Cyprus2013,0.85,"24,084,572,491",29624,Generation Z
0.0,Cyprus2013,0.85,"24,084,572,491",29624,Silent
0.0,Cyprus2013,0.85,"24,084,572,491",29624,Generation Z
12.06,Cyprus2014,0.85,"23,359,294,149",29024,Generation X
11.67,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
8.46,Cyprus2014,0.85,"23,359,294,149",29024,Boomers
5.74,Cyprus2014,0.85,"23,359,294,149",29024,Boomers
5.53,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
5.07,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
4.47,Cyprus2014,0.85,"23,359,294,149",29024,Silent
3.28,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
0.82,Cyprus2014,0.85,"23,359,294,149",29024,Generation X
0.0,Cyprus2014,0.85,"23,359,294,149",29024,Generation Z
0.0,Cyprus2014,0.85,"23,359,294,149",29024,Silent
0.0,Cyprus2014,0.85,"23,359,294,149",29024,Generation Z
10.76,Cyprus2015,0.865,"19,676,167,240",24718,Boomers
10.37,Cyprus2015,0.865,"19,676,167,240",24718,Millenials
9.4,Cyprus2015,0.865,"19,676,167,240",24718,Generation X
8.58,Cyprus2015,0.865,"19,676,167,240",24718,Millenials
3.41,Cyprus2015,0.865,"19,676,167,240",24718,Boomers
2.83,Cyprus2015,0.865,"19,676,167,240",24718,Millenials
2.52,Cyprus2015,0.865,"19,676,167,240",24718,Generation X
1.72,Cyprus2015,0.865,"19,676,167,240",24718,Millenials
0.0,Cyprus2015,0.865,"19,676,167,240",24718,Generation Z
0.0,Cyprus2015,0.865,"19,676,167,240",24718,Silent
0.0,Cyprus2015,0.865,"19,676,167,240",24718,Generation Z
0.0,Cyprus2015,0.865,"19,676,167,240",24718,Silent
14.03,Cyprus2016,0.873,"20,153,871,681",25098,Generation X
8.61,Cyprus2016,0.873,"20,153,871,681",25098,Millenials
8.33,Cyprus2016,0.873,"20,153,871,681",25098,Silent
8.19,Cyprus2016,0.873,"20,153,871,681",25098,Boomers
2.93,Cyprus2016,0.873,"20,153,871,681",25098,Millenials
2.55,Cyprus2016,0.873,"20,153,871,681",25098,Generation X
1.4,Cyprus2016,0.873,"20,153,871,681",25098,Millenials
1.11,Cyprus2016,0.873,"20,153,871,681",25098,Boomers
0.0,Cyprus2016,0.873,"20,153,871,681",25098,Millenials
0.0,Cyprus2016,0.873,"20,153,871,681",25098,Silent
110.49,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,G.I. Generation
48.08,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,G.I. Generation
40.16,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Silent
35.37,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,G.I. Generation
24.65,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Boomers
19.27,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,G.I. Generation
12.64,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Generation X
10.51,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Silent
7.75,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Boomers
4.55,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Generation X
0.62,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Generation X
0.13,Czech Republic1990,0.7609999999999999,"40,477,403,220",4168,Generation X
98.13,Czech Republic1991,0.733,"29,675,502,270",3070,G.I. Generation
45.34,Czech Republic1991,0.733,"29,675,502,270",3070,Silent
38.68,Czech Republic1991,0.733,"29,675,502,270",3070,Boomers
29.47,Czech Republic1991,0.733,"29,675,502,270",3070,G.I. Generation
25.39,Czech Republic1991,0.733,"29,675,502,270",3070,Boomers
16.68,Czech Republic1991,0.733,"29,675,502,270",3070,Silent
14.46,Czech Republic1991,0.733,"29,675,502,270",3070,Generation X
10.87,Czech Republic1991,0.733,"29,675,502,270",3070,Boomers
6.73,Czech Republic1991,0.733,"29,675,502,270",3070,Boomers
4.31,Czech Republic1991,0.733,"29,675,502,270",3070,Generation X
1.81,Czech Republic1991,0.733,"29,675,502,270",3070,Millenials
0.14,Czech Republic1991,0.733,"29,675,502,270",3070,Millenials
102.23,Czech Republic1992,0.736,"34,590,052,812",3573,G.I. Generation
48.58,Czech Republic1992,0.736,"34,590,052,812",3573,Silent
42.84,Czech Republic1992,0.736,"34,590,052,812",3573,Boomers
30.79,Czech Republic1992,0.736,"34,590,052,812",3573,G.I. Generation
25.09,Czech Republic1992,0.736,"34,590,052,812",3573,Boomers
15.83,Czech Republic1992,0.736,"34,590,052,812",3573,Silent
14.78,Czech Republic1992,0.736,"34,590,052,812",3573,Generation X
11.19,Czech Republic1992,0.736,"34,590,052,812",3573,Boomers
7.88,Czech Republic1992,0.736,"34,590,052,812",3573,Boomers
2.79,Czech Republic1992,0.736,"34,590,052,812",3573,Generation X
1.21,Czech Republic1992,0.736,"34,590,052,812",3573,Millenials
0.0,Czech Republic1992,0.736,"34,590,052,812",3573,Millenials
101.77,Czech Republic1993,0.743,"40,614,350,197",4186,G.I. Generation
43.33,Czech Republic1993,0.743,"40,614,350,197",4186,Silent
40.22,Czech Republic1993,0.743,"40,614,350,197",4186,Boomers
34.12,Czech Republic1993,0.743,"40,614,350,197",4186,G.I. Generation
23.31,Czech Republic1993,0.743,"40,614,350,197",4186,Boomers
16.4,Czech Republic1993,0.743,"40,614,350,197",4186,Generation X
14.77,Czech Republic1993,0.743,"40,614,350,197",4186,Silent
10.73,Czech Republic1993,0.743,"40,614,350,197",4186,Boomers
7.01,Czech Republic1993,0.743,"40,614,350,197",4186,Boomers
4.32,Czech Republic1993,0.743,"40,614,350,197",4186,Generation X
1.66,Czech Republic1993,0.743,"40,614,350,197",4186,Millenials
0.0,Czech Republic1993,0.743,"40,614,350,197",4186,Millenials
101.35,Czech Republic1994,0.752,"47,554,674,591",4891,G.I. Generation
40.36,Czech Republic1994,0.752,"47,554,674,591",4891,Silent
35.21,Czech Republic1994,0.752,"47,554,674,591",4891,Boomers
33.12,Czech Republic1994,0.752,"47,554,674,591",4891,G.I. Generation
25.8,Czech Republic1994,0.752,"47,554,674,591",4891,Boomers
17.1,Czech Republic1994,0.752,"47,554,674,591",4891,Generation X
16.65,Czech Republic1994,0.752,"47,554,674,591",4891,Silent
11.86,Czech Republic1994,0.752,"47,554,674,591",4891,Boomers
6.22,Czech Republic1994,0.752,"47,554,674,591",4891,Boomers
3.74,Czech Republic1994,0.752,"47,554,674,591",4891,Generation X
1.57,Czech Republic1994,0.752,"47,554,674,591",4891,Millenials
0.3,Czech Republic1994,0.752,"47,554,674,591",4891,Millenials
87.53,Czech Republic1995,0.785,"59,775,697,061",6134,G.I. Generation
35.26,Czech Republic1995,0.785,"59,775,697,061",6134,Boomers
33.8,Czech Republic1995,0.785,"59,775,697,061",6134,Silent
30.56,Czech Republic1995,0.785,"59,775,697,061",6134,G.I. Generation
25.87,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
18.4,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
14.19,Czech Republic1995,0.785,"59,775,697,061",6134,Silent
9.24,Czech Republic1995,0.785,"59,775,697,061",6134,Boomers
4.18,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
3.74,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
1.02,Czech Republic1995,0.785,"59,775,697,061",6134,Millenials
0.61,Czech Republic1995,0.785,"59,775,697,061",6134,Millenials
89.06,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,G.I. Generation
32.82,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Boomers
31.98,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Silent
23.51,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,G.I. Generation
22.87,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Generation X
16.25,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Generation X
11.1,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Silent
7.84,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Boomers
3.83,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Generation X
2.87,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Generation X
1.19,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Millenials
0.16,Czech Republic1996,0.7759999999999999,"66,985,765,439",6861,Millenials
73.81,Czech Republic1997,0.782,"61,792,161,168",6314,G.I. Generation
39.83,Czech Republic1997,0.782,"61,792,161,168",6314,Silent
36.98,Czech Republic1997,0.782,"61,792,161,168",6314,Boomers
22.78,Czech Republic1997,0.782,"61,792,161,168",6314,Generation X
17.9,Czech Republic1997,0.782,"61,792,161,168",6314,G.I. Generation
15.71,Czech Republic1997,0.782,"61,792,161,168",6314,Generation X
10.08,Czech Republic1997,0.782,"61,792,161,168",6314,Silent
8.98,Czech Republic1997,0.782,"61,792,161,168",6314,Boomers
4.61,Czech Republic1997,0.782,"61,792,161,168",6314,Generation X
2.54,Czech Republic1997,0.782,"61,792,161,168",6314,Generation X
0.75,Czech Republic1997,0.782,"61,792,161,168",6314,Millenials
0.16,Czech Republic1997,0.782,"61,792,161,168",6314,Millenials
73.2,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,G.I. Generation
37.24,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Boomers
32.75,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Silent
24.11,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Generation X
18.32,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,G.I. Generation
14.83,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Generation X
11.01,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Silent
7.38,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Boomers
3.81,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Generation X
2.81,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Generation X
0.76,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Millenials
0.48,Czech Republic1998,0.7829999999999999,"66,490,372,105",6779,Millenials
85.05,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,G.I. Generation
35.09,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Silent
34.2,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Boomers
22.72,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Generation X
18.47,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,G.I. Generation
17.46,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Generation X
8.86,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Silent
7.19,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Boomers
4.39,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Generation X
3.04,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Generation X
0.46,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Millenials
0.0,Czech Republic1999,0.7929999999999999,"64,867,483,193",6606,Millenials
72.92,Czech Republic2000,0.821,"61,649,492,817",6278,G.I. Generation
36.62,Czech Republic2000,0.821,"61,649,492,817",6278,Boomers
33.59,Czech Republic2000,0.821,"61,649,492,817",6278,Silent
22.21,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
17.43,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
16.57,Czech Republic2000,0.821,"61,649,492,817",6278,G.I. Generation
10.56,Czech Republic2000,0.821,"61,649,492,817",6278,Silent
8.07,Czech Republic2000,0.821,"61,649,492,817",6278,Boomers
3.46,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
3.27,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
1.27,Czech Republic2000,0.821,"61,649,492,817",6278,Millenials
0.67,Czech Republic2000,0.821,"61,649,492,817",6278,Millenials
74.06,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Silent
37.46,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Boomers
31.74,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Silent
21.25,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Generation X
17.07,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Millenials
14.7,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Silent
8.73,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Boomers
8.49,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Silent
3.88,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Generation X
2.55,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Millenials
0.65,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Millenials
0.34,Czech Republic2001,0.8140000000000001,"67,523,642,262",6863,Millenials
